shipment_id,supplier_id,product,origin,destination,order_quantity,inventory_level,historical_lead_time,current_lead_time,supplier_reliability,weather_risk,transportation_mode,previous_delays,delay_days
SHP060544,SUP005,Tablet,Japan,USA,3240,8653,9,17,0.88,0.84,Road,1,6
SHP087874,SUP009,Microchip,China,France,2528,5193,15,21,0.85,0.56,Air,1,4
SHP011266,SUP005,Laptop,USA,UK,1893,3136,29,37,0.73,0.05,Sea,2,0
SHP057847,SUP007,Headphones,South Korea,Singapore,4778,7921,11,14,0.8,0.51,Air,1,0
SHP063376,SUP008,Microchip,India,France,3220,7667,7,6,0.94,0.33,Air,3,0
SHP032764,SUP008,Mouse,Japan,Australia,1486,3406,15,21,1.0,0.35,Sea,1,0
SHP072240,SUP010,SSD,Germany,India,196,4262,23,28,0.87,0.49,Road,4,0
SHP067361,SUP009,Smartphone,Vietnam,India,744,792,25,34,0.89,0.59,Sea,3,0
SHP057309,SUP002,Mouse,India,Australia,4045,9034,19,20,0.76,0.88,Road,3,0
SHP070926,SUP006,Monitor,Vietnam,Singapore,1363,7966,4,13,0.88,0.81,Sea,2,0
SHP058057,SUP005,Microchip,China,Australia,4707,735,3,12,0.96,0.59,Sea,3,4
SHP058384,SUP007,Mouse,Taiwan,USA,4711,4026,29,40,0.75,0.03,Sea,3,3
SHP082226,SUP010,Smartphone,Vietnam,Germany,4320,6382,21,30,0.75,0.72,Road,0,5
SHP043143,SUP009,SSD,USA,Canada,2266,8257,20,19,0.74,0.15,Air,2,0
SHP072662,SUP001,Keyboard,Taiwan,Germany,4382,5703,18,30,0.92,0.05,Sea,0,4
SHP038792,SUP004,SSD,Japan,Germany,1761,4462,30,39,0.72,0.7,Air,1,7
SHP023860,SUP007,Router,Japan,USA,3513,1012,8,14,0.95,0.71,Air,3,7
SHP089074,SUP007,Smartphone,USA,Australia,1046,6124,10,14,0.93,0.6,Road,0,0
SHP048953,SUP002,Microchip,Taiwan,Singapore,2112,3130,13,26,0.88,0.41,Sea,2,6
SHP045625,SUP006,Headphones,Taiwan,India,2491,4573,24,28,0.86,0.92,Air,2,5
SHP096577,SUP005,Laptop,India,Germany,628,8184,28,37,0.89,0.96,Sea,0,0
SHP031096,SUP008,Mouse,South Korea,Australia,4426,7225,11,19,0.73,0.41,Road,1,7
SHP000517,SUP005,Smartphone,Japan,Canada,4272,649,20,25,0.7,0.67,Air,0,4
SHP079229,SUP005,Router,Germany,India,1620,2126,23,25,0.72,0.21,Road,0,0
SHP090236,SUP003,Smartphone,China,France,2590,2821,30,36,0.73,0.96,Air,0,6
SHP101578,SUP006,SSD,Vietnam,UK,3740,750,20,24,0.73,0.2,Air,3,4
SHP005867,SUP006,SSD,India,UK,1316,8362,7,20,0.76,0.31,Rail,0,7
SHP088196,SUP004,Headphones,USA,Germany,3884,3055,27,32,0.99,0.26,Road,3,0
SHP063434,SUP006,Microchip,China,France,2941,1764,14,20,0.84,0.08,Rail,3,0
SHP029475,SUP002,Smartphone,South Korea,UK,4799,6280,17,32,0.89,0.28,Sea,2,6
SHP035292,SUP010,Microchip,South Korea,Australia,4042,1556,3,4,0.78,0.68,Air,1,0
SHP008701,SUP005,Tablet,Vietnam,India,311,1677,5,7,1.0,0.03,Road,1,0
SHP019411,SUP008,Microchip,USA,India,211,9130,5,10,0.76,0.47,Rail,3,0
SHP107382,SUP005,Tablet,Taiwan,Singapore,2306,2866,5,20,0.75,0.47,Sea,1,6
SHP042313,SUP008,Tablet,Japan,Australia,2651,2814,24,31,0.96,0.55,Air,1,5
SHP015063,SUP008,Printer,Taiwan,USA,698,5908,26,41,0.97,0.91,Sea,2,7
SHP047320,SUP003,Monitor,USA,India,216,6609,23,24,0.76,0.02,Road,1,0
SHP046981,SUP007,SSD,Taiwan,Canada,800,504,10,11,0.95,0.57,Road,3,0
SHP053964,SUP003,Microchip,USA,Singapore,3984,4223,7,9,0.94,0.54,Road,2,0
SHP009304,SUP010,Microchip,Germany,Germany,1236,3535,27,38,0.87,0.98,Sea,3,5
SHP080219,SUP008,Router,Taiwan,France,2936,2978,6,5,0.99,0.41,Air,2,0
SHP023516,SUP009,Headphones,Germany,France,204,628,10,18,0.81,0.89,Air,2,8
SHP098496,SUP009,Router,South Korea,India,1897,3005,26,32,0.87,0.19,Air,0,3
SHP108628,SUP001,Laptop,China,Germany,2443,2117,16,34,0.77,0.95,Sea,4,9
SHP024541,SUP005,Mouse,South Korea,Australia,1718,1111,19,23,0.71,0.36,Road,2,0
SHP077031,SUP010,SSD,China,Canada,2071,9236,10,21,0.74,0.98,Sea,2,5
SHP008064,SUP007,Microchip,South Korea,Singapore,3041,7863,23,31,0.71,0.16,Road,2,5
SHP097384,SUP007,Laptop,USA,Singapore,4941,7124,9,19,1.0,0.35,Sea,3,3
SHP099696,SUP006,Microchip,Germany,India,59,7369,21,25,0.7,0.65,Air,0,5
SHP104754,SUP003,Microchip,USA,Germany,357,6034,29,39,0.74,0.6,Rail,2,7
SHP034259,SUP008,Tablet,Japan,Singapore,4581,5255,23,29,0.9,0.98,Air,3,6
SHP106462,SUP008,Microchip,USA,Australia,3604,1562,10,22,0.81,0.0,Sea,0,4
SHP095357,SUP001,Microchip,Germany,Canada,4281,7774,10,15,0.73,0.93,Air,3,5
SHP091333,SUP009,Tablet,Taiwan,India,708,1115,13,21,0.81,0.97,Rail,3,5
SHP000314,SUP010,Microchip,Germany,Singapore,932,1681,23,25,0.89,0.35,Rail,1,0
SHP025648,SUP006,Microchip,Vietnam,UK,3156,9437,12,14,0.99,0.02,Road,4,0
SHP102022,SUP007,Printer,Vietnam,Australia,2017,5758,10,18,0.81,0.31,Sea,0,0
SHP040466,SUP006,Keyboard,Vietnam,Singapore,2808,2739,5,16,0.78,0.54,Road,3,7
SHP048833,SUP001,Tablet,India,USA,1881,1514,3,15,0.96,0.73,Sea,3,7
SHP097560,SUP010,Smartphone,USA,Australia,445,7086,19,27,0.97,0.51,Road,0,4
SHP017251,SUP008,Headphones,Taiwan,USA,1133,9671,16,24,0.98,0.9,Sea,2,0
SHP064786,SUP009,Router,Taiwan,Germany,4081,1699,8,11,0.9,0.61,Road,1,0
SHP103849,SUP002,Microchip,Taiwan,UK,629,3553,13,21,0.88,0.11,Road,4,7
SHP104989,SUP004,SSD,India,France,4152,236,5,13,0.72,0.14,Air,4,7
SHP076398,SUP010,Smartphone,China,India,634,2622,21,27,0.94,0.98,Sea,4,0
SHP066811,SUP003,Smartphone,South Korea,France,4812,8835,21,20,0.89,0.22,Air,4,0
SHP106706,SUP009,Headphones,China,Singapore,1372,348,23,27,0.99,0.17,Road,3,0
SHP066966,SUP010,Tablet,Japan,Singapore,2891,9478,22,25,0.83,0.46,Road,4,0
SHP067707,SUP006,Router,Taiwan,Australia,3508,6449,23,32,0.86,0.96,Road,3,7
SHP068835,SUP008,Router,USA,Germany,4361,9421,13,18,0.91,0.07,Sea,4,0
SHP094554,SUP004,Laptop,China,Germany,637,1149,5,18,0.91,0.66,Air,2,13
SHP076202,SUP001,Printer,China,USA,4228,6727,9,20,0.78,0.71,Sea,0,6
SHP069979,SUP008,Monitor,Taiwan,India,3354,4528,13,22,0.87,0.83,Air,2,9
SHP050697,SUP010,Microchip,China,UK,2988,4034,18,36,0.72,0.83,Sea,4,12
SHP073516,SUP005,SSD,Vietnam,India,2045,7639,30,38,0.97,0.52,Road,3,5
SHP107757,SUP003,Monitor,India,Germany,1728,9108,18,23,0.78,0.29,Road,0,4
SHP090808,SUP002,Printer,Vietnam,UK,1875,3147,22,27,0.84,0.77,Road,4,0
SHP054179,SUP008,Router,Taiwan,Australia,3812,6742,9,17,0.71,0.24,Air,3,6
SHP097588,SUP006,Laptop,Japan,USA,162,9351,8,23,0.89,0.57,Sea,4,10
SHP023446,SUP010,Printer,India,Australia,4203,3002,22,29,1.0,0.14,Sea,0,0
SHP006833,SUP004,Laptop,China,Germany,766,4347,9,17,0.71,0.91,Road,4,5
SHP012388,SUP010,Microchip,Germany,Australia,663,777,15,17,0.82,0.19,Air,1,2
SHP101444,SUP006,Laptop,China,USA,3405,5010,8,15,0.79,0.85,Air,4,6
SHP077296,SUP009,Microchip,USA,USA,304,9176,13,12,0.81,0.57,Air,1,0
SHP093415,SUP005,Tablet,Japan,Australia,2827,7617,23,25,0.9,0.73,Air,4,0
SHP030302,SUP006,Tablet,Taiwan,Australia,4555,8756,19,30,0.8,0.2,Sea,2,3
SHP101386,SUP003,Monitor,Japan,Singapore,104,3119,26,34,0.9,0.09,Air,3,5
SHP104581,SUP008,Headphones,USA,UK,4261,4856,9,12,0.98,0.7,Rail,3,0
SHP048284,SUP008,Monitor,Taiwan,Canada,2713,6958,21,34,0.81,0.73,Sea,4,5
SHP102914,SUP002,Keyboard,Germany,France,3802,8931,23,35,0.74,0.45,Sea,3,3
SHP028612,SUP003,Monitor,China,UK,4525,3327,5,16,0.77,0.58,Road,3,6
SHP010021,SUP009,Tablet,Germany,Singapore,4728,9911,27,35,0.85,0.93,Road,2,5
SHP039128,SUP001,Microchip,South Korea,India,2019,3436,25,33,0.74,0.04,Road,3,7
SHP082873,SUP007,Tablet,Japan,Australia,267,4171,16,21,0.96,0.47,Sea,3,0
SHP092979,SUP003,Laptop,Japan,Germany,3150,6796,26,37,0.7,0.96,Sea,1,3
SHP069885,SUP003,Mouse,India,Australia,878,3338,18,19,0.86,0.76,Air,2,0
SHP037121,SUP005,Monitor,Japan,Singapore,3161,8314,11,19,0.93,0.33,Road,0,3
SHP033451,SUP006,SSD,Vietnam,UK,4356,7628,9,12,0.89,0.5,Air,0,0
SHP047967,SUP001,Router,USA,Canada,2811,1174,30,40,0.71,0.88,Air,0,9
SHP027603,SUP001,Mouse,Taiwan,USA,2699,8071,24,31,0.8,0.37,Road,4,6
SHP018145,SUP006,Printer,USA,Singapore,952,332,27,34,0.95,0.63,Rail,3,4
SHP010780,SUP010,Mouse,India,Canada,4718,968,26,25,0.71,0.22,Air,3,0
SHP076417,SUP006,Keyboard,South Korea,Singapore,4606,9349,8,12,0.78,0.78,Air,3,5
SHP043215,SUP003,Microchip,India,USA,4293,8817,30,32,0.9,0.85,Air,0,0
SHP080702,SUP007,Microchip,Germany,Canada,4555,9985,16,28,0.9,0.41,Rail,4,7
SHP048175,SUP002,Microchip,Vietnam,India,430,1776,21,29,0.87,0.56,Air,4,9
SHP038433,SUP004,Laptop,USA,Canada,1721,8944,19,26,0.87,0.81,Sea,2,0
SHP031874,SUP004,Router,China,Singapore,499,1380,25,38,0.78,0.83,Sea,4,8
SHP017445,SUP005,Router,Germany,Australia,2202,7980,24,38,0.86,0.69,Sea,3,6
SHP046120,SUP010,SSD,Taiwan,USA,3131,7370,30,36,0.72,0.34,Sea,1,0
SHP011182,SUP008,Printer,Japan,USA,1584,6912,17,27,0.98,0.74,Sea,3,5
SHP015882,SUP006,Microchip,India,India,836,3137,8,21,0.72,0.36,Sea,4,7
SHP060292,SUP009,Printer,Germany,France,4809,5549,3,15,0.8,0.26,Sea,4,6
SHP107627,SUP008,Smartphone,South Korea,UK,4591,9592,22,31,0.76,0.57,Sea,3,0
SHP084396,SUP010,Tablet,India,UK,2653,6916,13,16,0.94,0.93,Air,4,0
SHP016130,SUP005,Printer,South Korea,Germany,3583,1201,3,15,0.8,0.15,Sea,2,3
SHP090660,SUP010,Keyboard,China,Australia,662,5281,24,31,0.74,0.29,Sea,0,0
SHP097962,SUP004,Laptop,China,USA,1094,6586,8,26,0.71,0.16,Sea,3,9
SHP069659,SUP010,SSD,Vietnam,USA,3062,2345,10,12,0.99,0.4,Rail,2,0
SHP036468,SUP004,Monitor,Vietnam,Canada,4844,2556,6,15,0.93,0.52,Air,4,9
SHP012549,SUP001,Router,Taiwan,Singapore,2262,7685,27,34,0.9,0.12,Sea,2,0
SHP042666,SUP003,Router,Japan,India,2948,3312,10,19,0.73,0.49,Road,3,7
SHP039451,SUP001,Printer,China,Germany,4158,5811,20,36,0.99,0.67,Sea,2,7
SHP038019,SUP005,Tablet,Germany,France,1736,3349,14,27,0.77,0.8,Sea,4,8
SHP057311,SUP007,SSD,China,Germany,2787,726,29,37,0.76,0.66,Air,1,7
SHP080811,SUP010,Microchip,USA,UK,201,4360,29,34,0.87,0.32,Sea,3,0
SHP105602,SUP009,Laptop,USA,India,646,6522,23,33,0.91,0.29,Sea,0,5
SHP100095,SUP007,Laptop,India,USA,3567,8406,12,29,0.86,0.31,Sea,1,8
SHP032539,SUP008,Router,Germany,Canada,3216,4775,22,31,0.96,0.48,Sea,2,3
SHP049336,SUP007,Monitor,India,Canada,3317,620,27,37,0.9,0.55,Sea,2,4
SHP029631,SUP003,Tablet,Japan,USA,2293,150,11,16,0.81,0.09,Sea,0,0
SHP027817,SUP010,Microchip,India,France,1742,7365,30,47,0.93,0.97,Sea,4,9
SHP013414,SUP002,Microchip,Vietnam,France,2058,1595,17,35,0.91,0.58,Sea,4,9
SHP017984,SUP004,Monitor,South Korea,France,3418,7231,26,31,0.83,0.44,Road,4,0
SHP093198,SUP002,Microchip,South Korea,France,167,1623,24,28,0.89,0.49,Rail,0,0
SHP092414,SUP006,Router,Japan,France,2471,4411,25,25,0.96,0.14,Air,2,0
SHP063802,SUP001,Headphones,Japan,UK,3834,547,22,21,0.97,0.19,Air,2,0
SHP083661,SUP002,Tablet,Taiwan,USA,3466,5569,10,9,0.97,0.66,Air,0,0
SHP042527,SUP004,Tablet,Taiwan,India,323,9994,3,13,0.89,0.98,Sea,0,5
SHP043319,SUP002,Monitor,China,Singapore,1702,5576,19,18,0.72,0.04,Air,2,0
SHP014186,SUP002,Router,Japan,Germany,2667,2963,26,35,0.78,0.3,Air,1,6
SHP063308,SUP004,Smartphone,China,Canada,2646,4632,29,43,0.99,0.58,Sea,4,5
SHP075042,SUP006,Tablet,Taiwan,India,1334,3534,13,21,0.85,0.08,Road,2,6
SHP065209,SUP004,Microchip,India,Australia,477,2386,3,6,0.99,0.0,Air,1,0
SHP105193,SUP001,Mouse,USA,Singapore,4591,4144,28,37,0.82,0.82,Air,2,8
SHP100413,SUP009,Keyboard,Taiwan,Singapore,4006,1743,29,34,0.91,0.64,Road,0,3
SHP086193,SUP010,SSD,Vietnam,France,2777,3060,21,31,0.95,0.06,Road,2,6
SHP032456,SUP009,Microchip,Taiwan,Australia,2189,740,6,8,0.98,0.1,Rail,1,0
SHP046094,SUP008,Printer,USA,France,1992,3550,13,22,0.91,0.76,Air,4,7
SHP088390,SUP008,SSD,Japan,France,1832,2737,20,28,0.96,0.34,Air,1,8
SHP083544,SUP008,Microchip,China,Singapore,111,7378,27,28,0.83,0.07,Air,0,0
SHP023662,SUP003,Tablet,China,Australia,3268,3845,4,17,0.93,0.24,Sea,1,5
SHP046240,SUP008,Monitor,South Korea,USA,2031,4188,23,27,0.76,0.84,Air,1,5
SHP041400,SUP008,Microchip,Taiwan,France,1449,1282,13,27,1.0,0.38,Sea,4,7
SHP098358,SUP009,Mouse,USA,Singapore,2443,6401,30,35,0.95,0.28,Road,3,0
SHP004302,SUP006,Tablet,USA,Singapore,1368,8840,14,27,0.71,0.77,Sea,3,8
SHP054793,SUP010,Microchip,Germany,USA,2222,6655,13,19,0.94,0.64,Air,0,7
SHP062858,SUP010,Headphones,South Korea,Canada,3971,6837,28,44,0.87,0.45,Sea,3,7
SHP084143,SUP010,Microchip,USA,France,3293,1758,29,36,0.81,0.03,Air,0,8
SHP082855,SUP004,Mouse,South Korea,France,2189,7809,12,18,0.83,0.66,Air,3,6
SHP103208,SUP006,Microchip,India,Australia,79,4986,21,28,0.72,0.51,Rail,4,5
SHP019535,SUP004,Smartphone,Taiwan,India,1495,7289,21,32,0.86,0.65,Road,4,6
SHP058611,SUP001,Keyboard,Taiwan,Canada,2547,7381,26,33,0.75,0.26,Sea,2,0
SHP084145,SUP008,Monitor,USA,Australia,1429,2790,12,21,0.79,0.98,Air,0,6
SHP082858,SUP006,Monitor,China,UK,2024,5452,17,29,0.73,0.57,Sea,4,6
SHP013209,SUP007,Laptop,Germany,India,2737,9351,22,30,0.93,0.37,Air,1,5
SHP031318,SUP003,Laptop,Germany,Canada,3398,4499,15,18,0.91,0.06,Air,3,0
SHP030045,SUP006,Laptop,Japan,UK,3411,6602,19,20,0.99,0.47,Road,0,0
SHP027170,SUP008,Smartphone,USA,Canada,2375,1500,27,38,0.78,0.04,Sea,1,3
SHP033018,SUP002,Keyboard,Germany,Australia,3236,7490,21,23,0.99,0.93,Air,1,0
SHP091169,SUP009,Router,China,UK,457,7690,13,18,0.89,0.38,Rail,3,0
SHP086558,SUP001,Printer,USA,Australia,4479,1240,25,30,0.74,0.17,Road,2,3
SHP073777,SUP009,Laptop,India,France,1257,5644,22,27,0.87,0.62,Sea,3,0
SHP028882,SUP008,Router,China,Canada,4094,4528,26,36,0.7,0.76,Sea,0,4
SHP059069,SUP006,Smartphone,USA,UK,1062,9056,4,12,0.87,0.13,Rail,1,4
SHP047024,SUP009,Headphones,India,Canada,1318,8900,5,14,0.72,0.33,Sea,3,3
SHP088915,SUP003,Mouse,Germany,Australia,4319,7649,5,14,0.75,0.94,Air,3,9
SHP101195,SUP005,Laptop,Japan,Singapore,3822,8914,22,33,0.92,0.18,Sea,2,5
SHP092058,SUP010,Microchip,Japan,Canada,4451,8580,17,19,0.8,0.35,Air,3,0
SHP046108,SUP005,Microchip,Germany,Germany,2886,9524,4,12,0.98,0.75,Sea,3,0
SHP102414,SUP006,Printer,China,Australia,3985,9601,11,20,0.83,0.74,Road,3,7
SHP049185,SUP006,Mouse,Germany,USA,1363,4845,4,18,0.93,0.63,Sea,2,6
SHP031540,SUP007,Microchip,Vietnam,USA,616,8041,12,20,0.82,0.82,Rail,1,5
SHP025669,SUP009,Microchip,South Korea,Canada,3199,1251,4,6,0.82,0.9,Air,0,0
SHP026064,SUP002,Smartphone,India,Germany,2937,6707,17,19,0.71,0.07,Road,3,0
SHP093725,SUP008,SSD,Japan,UK,3074,9165,7,19,0.89,0.4,Sea,4,5
SHP061067,SUP006,Router,Vietnam,France,3339,9796,18,30,0.73,0.95,Road,3,7
SHP075030,SUP003,Laptop,South Korea,UK,1707,157,20,34,0.91,0.76,Sea,3,8
SHP034904,SUP001,Router,Vietnam,France,445,4438,29,29,0.84,0.63,Air,4,0
SHP070333,SUP006,Tablet,Taiwan,USA,3092,1698,6,15,0.79,0.47,Air,3,7
SHP032441,SUP010,Printer,Japan,France,4838,9961,26,38,0.92,0.38,Sea,2,4
SHP046066,SUP004,Microchip,South Korea,India,1456,8931,18,25,0.74,0.08,Air,2,5
SHP088889,SUP003,Microchip,Germany,India,2244,7411,26,32,0.92,0.81,Road,0,5
SHP007412,SUP006,SSD,Japan,Singapore,2330,9844,13,16,0.78,0.53,Air,1,0
SHP100564,SUP003,Microchip,Japan,France,1677,3852,13,21,0.76,0.5,Air,4,8
SHP047726,SUP002,Mouse,Vietnam,Canada,1179,3086,27,35,0.74,0.44,Rail,0,6
SHP108464,SUP004,Smartphone,Japan,Germany,790,7774,19,27,0.76,0.77,Air,4,7
SHP061548,SUP009,Router,South Korea,France,4961,7019,21,23,0.89,0.17,Air,0,0
SHP051836,SUP008,Microchip,China,Singapore,823,5227,19,31,0.88,0.83,Road,4,8
SHP019806,SUP004,Laptop,Japan,France,1109,6226,27,35,0.84,0.77,Road,3,5
SHP103844,SUP007,Microchip,China,Germany,2223,6867,30,36,0.76,0.79,Sea,1,0
SHP007210,SUP010,Microchip,Vietnam,UK,4158,4976,9,17,0.87,0.28,Sea,3,0
SHP044204,SUP004,Microchip,Germany,Germany,368,9481,9,24,0.9,0.6,Sea,3,6
SHP019713,SUP004,Laptop,Vietnam,Singapore,1416,3868,23,27,0.77,0.19,Road,2,0
SHP097167,SUP006,SSD,Germany,Germany,1285,1807,12,21,0.89,0.95,Road,2,7
SHP011099,SUP007,Printer,India,USA,2566,1419,30,38,0.72,0.06,Sea,0,0
SHP066782,SUP007,Keyboard,South Korea,Canada,1199,8074,25,34,0.73,0.6,Sea,0,4
SHP084559,SUP003,Microchip,Taiwan,India,635,8037,14,26,0.86,0.23,Rail,2,7
SHP069156,SUP007,Mouse,Vietnam,UK,1786,9595,19,31,0.87,0.46,Sea,4,6
SHP032820,SUP004,Microchip,Taiwan,Canada,3754,7401,7,18,0.85,0.12,Sea,2,3
SHP000619,SUP005,Headphones,China,Germany,1511,5014,24,29,0.73,0.72,Road,4,0
SHP064463,SUP003,Microchip,Germany,Australia,3469,6802,15,27,0.75,0.9,Air,1,9
SHP079592,SUP004,Printer,Vietnam,Singapore,808,3350,8,20,0.81,0.36,Air,2,11
SHP003415,SUP001,Monitor,Germany,Australia,4133,7636,15,23,0.72,0.92,Road,2,5
SHP038371,SUP007,Microchip,South Korea,UK,1774,9852,6,19,0.9,0.83,Sea,2,5
SHP088424,SUP008,Headphones,South Korea,Canada,2108,3298,19,24,0.93,0.32,Road,4,0
SHP081027,SUP001,Printer,Germany,USA,630,7385,14,15,0.83,0.86,Air,0,0
SHP058238,SUP001,Microchip,South Korea,USA,543,3783,22,33,0.78,0.38,Sea,0,4
SHP008086,SUP006,Keyboard,Japan,UK,2226,5183,29,42,0.79,0.71,Road,4,10
SHP016599,SUP002,Headphones,Japan,Germany,4715,7645,7,15,0.92,0.68,Road,3,4
SHP063680,SUP001,Tablet,India,UK,3907,6559,21,29,0.71,0.62,Air,3,9
SHP098055,SUP010,Smartphone,Japan,Canada,2538,4818,6,19,0.84,0.92,Sea,2,7
SHP078787,SUP005,Keyboard,India,India,4813,2093,9,13,0.85,0.19,Road,1,1
SHP017148,SUP001,Tablet,Japan,France,3820,9622,13,19,0.92,0.47,Sea,1,0
SHP033424,SUP005,Laptop,Germany,India,3495,3312,20,30,0.99,0.92,Road,4,8
SHP061947,SUP007,Printer,Vietnam,USA,1342,963,6,13,0.98,0.36,Sea,0,0
SHP088418,SUP002,Microchip,USA,USA,393,3040,23,25,0.98,0.01,Air,2,0
SHP004316,SUP005,Laptop,South Korea,USA,3988,9022,19,28,0.96,0.83,Air,1,8
SHP069588,SUP008,Tablet,South Korea,Germany,4504,9609,14,27,0.71,0.59,Sea,2,5
SHP080473,SUP002,Keyboard,China,France,1885,5079,6,7,0.94,0.1,Air,0,0
SHP028727,SUP002,Monitor,China,Singapore,4401,6207,5,14,0.88,0.89,Air,3,7
SHP002946,SUP008,Smartphone,Taiwan,USA,3996,3677,10,25,0.7,0.71,Sea,2,7
SHP100648,SUP009,Printer,USA,Germany,4667,6663,10,12,0.79,0.3,Air,0,0
SHP057319,SUP002,Router,USA,Canada,2328,2070,18,20,0.73,0.61,Rail,3,0
SHP043570,SUP005,Smartphone,Vietnam,Australia,946,7757,23,30,0.85,0.46,Rail,0,3
SHP086671,SUP006,Mouse,Taiwan,USA,2679,4511,10,17,0.97,0.25,Air,3,4
SHP081636,SUP005,Monitor,Vietnam,USA,3618,5652,5,13,0.82,0.11,Sea,0,0
SHP035723,SUP008,Monitor,USA,Singapore,2757,1478,3,16,0.85,0.82,Road,2,8
SHP050333,SUP003,Microchip,India,USA,1197,5878,19,21,0.81,0.15,Air,2,3
SHP050583,SUP005,Mouse,Japan,Canada,2168,1851,28,37,0.74,0.59,Road,4,8
SHP029344,SUP005,Monitor,USA,India,3928,2172,18,23,0.85,0.84,Road,4,0
SHP033888,SUP004,Microchip,Japan,France,2792,5942,5,20,0.94,0.95,Sea,3,7
SHP027716,SUP007,Smartphone,Japan,India,4935,7487,11,16,0.94,0.09,Sea,4,0
SHP056121,SUP005,Microchip,South Korea,Canada,2453,9465,4,12,0.72,0.34,Road,2,5
SHP051216,SUP008,Monitor,USA,USA,529,5112,5,13,0.73,0.35,Sea,2,0
SHP031598,SUP003,Printer,USA,Canada,2580,793,20,22,0.94,0.45,Air,0,2
SHP044692,SUP008,Microchip,Vietnam,Australia,202,4555,25,27,0.96,0.89,Road,3,0
SHP056947,SUP001,Smartphone,USA,France,1017,7255,27,37,0.99,0.72,Sea,4,5
SHP013099,SUP007,Router,Germany,Singapore,3332,2057,6,10,0.83,0.56,Road,0,3
SHP034830,SUP007,Smartphone,Vietnam,Germany,4280,5352,25,29,0.95,0.62,Rail,0,0
SHP059437,SUP001,Microchip,South Korea,Germany,4694,2757,9,18,0.8,0.46,Rail,4,7
SHP003700,SUP003,Keyboard,Taiwan,India,3366,7487,8,13,0.8,0.07,Air,2,6
SHP051427,SUP007,Monitor,Taiwan,UK,2542,8827,30,38,0.8,0.6,Air,4,7
SHP004700,SUP003,Microchip,USA,Australia,4567,9616,22,31,0.88,0.02,Sea,4,4
SHP007739,SUP003,Microchip,USA,Germany,348,7595,24,34,0.95,0.62,Air,3,7
SHP055791,SUP010,Mouse,Taiwan,India,1716,8839,27,37,0.85,0.86,Air,4,7
SHP022930,SUP003,Microchip,India,UK,3952,8826,26,28,0.79,0.31,Air,4,0
SHP093299,SUP001,Microchip,Germany,Germany,577,5644,23,25,0.71,0.69,Air,3,0
SHP088139,SUP003,Keyboard,Japan,USA,4457,3906,9,13,0.9,0.36,Road,1,0
SHP023968,SUP003,Microchip,Germany,India,1526,4313,15,27,0.85,0.86,Air,4,9
SHP021583,SUP010,Laptop,Japan,India,4253,8525,6,17,0.91,0.06,Sea,3,6
SHP074758,SUP007,Router,Taiwan,France,765,7832,21,28,0.99,0.93,Air,0,7
SHP004400,SUP008,Monitor,South Korea,Germany,2923,6876,26,37,0.83,0.36,Sea,2,5
SHP028385,SUP008,Smartphone,USA,Germany,3233,4619,23,31,0.97,0.54,Rail,0,3
SHP048801,SUP002,Router,China,France,947,2946,16,30,0.72,0.77,Sea,3,8
SHP098053,SUP005,Microchip,Vietnam,Germany,3469,3231,5,9,0.79,0.47,Air,0,4
SHP020490,SUP004,Tablet,Taiwan,UK,2627,2690,13,16,0.75,0.32,Air,0,2
SHP035507,SUP006,Microchip,Japan,India,2071,4882,7,13,0.79,0.56,Air,1,4
SHP046724,SUP008,Laptop,Taiwan,UK,4897,8467,15,20,0.87,0.85,Sea,4,0
SHP011839,SUP008,Laptop,Vietnam,Germany,2243,7619,29,28,0.75,0.06,Air,0,0
SHP053583,SUP004,Laptop,Japan,Germany,3724,9140,9,11,0.76,0.14,Road,4,0
SHP032485,SUP007,Tablet,Vietnam,Australia,2666,9045,25,43,0.8,0.77,Sea,4,10
SHP039334,SUP010,Mouse,Germany,USA,1108,9692,12,23,0.92,0.43,Rail,1,6
SHP105981,SUP009,Headphones,Taiwan,UK,841,8321,18,27,0.75,0.39,Sea,2,0
SHP061639,SUP001,Smartphone,Taiwan,Canada,777,236,15,25,0.97,0.93,Road,4,9
SHP004832,SUP002,Router,South Korea,India,620,1565,20,29,0.86,0.22,Road,3,6
SHP101891,SUP009,Mouse,China,India,3070,1215,30,31,0.92,0.67,Air,2,0
SHP019967,SUP008,Keyboard,Japan,Australia,942,1927,16,26,0.79,0.95,Road,0,5
SHP089896,SUP005,Headphones,China,France,2961,4246,7,14,0.86,0.67,Road,3,6
SHP043986,SUP008,Microchip,South Korea,Germany,1231,7448,24,34,0.78,0.67,Road,3,8
SHP070241,SUP009,Headphones,Germany,Singapore,2294,9394,21,31,1.0,0.35,Rail,0,4
SHP004791,SUP001,Headphones,Vietnam,India,4300,3726,11,16,0.89,0.73,Air,2,5
SHP108271,SUP006,Smartphone,Germany,UK,963,3579,16,19,0.93,0.07,Rail,1,0
SHP022752,SUP007,Laptop,India,Singapore,553,8011,21,31,0.97,0.01,Road,4,5
SHP104843,SUP006,Printer,Germany,Germany,1263,8419,26,40,0.76,0.49,Sea,2,5
SHP000266,SUP004,Microchip,Taiwan,Australia,1504,3195,29,38,0.99,0.92,Rail,3,5
SHP005170,SUP008,Microchip,Taiwan,Canada,3320,6156,22,33,0.8,0.82,Rail,4,8
