shipment_id,supplier_id,product,origin,destination,order_quantity,inventory_level,historical_lead_time,current_lead_time,supplier_reliability,weather_risk,transportation_mode,previous_delays,delay_days
SHP005350,SUP004,Headphones,Germany,USA,3916,2098,19,26,0.99,0.15,Road,3,6
SHP005351,SUP001,SSD,Vietnam,Canada,536,4430,16,38,0.86,0.63,Sea,6,22
SHP005352,SUP007,Keyboard,Vietnam,Canada,2208,7827,23,32,0.93,0.22,Rail,4,8
SHP005353,SUP002,Smartphone,India,USA,76,2630,14,28,0.73,0.89,Air,4,14
SHP005354,SUP009,Microchip,India,Singapore,2150,6163,19,45,0.95,0.9,Air,7,23
SHP005355,SUP003,Laptop,India,Germany,3957,4979,4,16,0.95,0.6,Air,2,10
SHP005356,SUP008,Printer,USA,UK,189,7914,14,29,0.77,0.99,Road,1,15
SHP005357,SUP008,Router,Taiwan,France,1514,9846,18,37,0.7,0.8,Air,1,18
SHP005358,SUP003,SSD,Vietnam,UK,2425,2165,9,21,0.98,0.4,Air,5,14
SHP005359,SUP004,Keyboard,Germany,Germany,4411,281,21,34,1.0,0.01,Sea,6,13
SHP005360,SUP002,Router,China,Germany,1932,5037,4,20,0.89,0.15,Sea,4,14
SHP005361,SUP004,Printer,China,Germany,141,2376,20,39,0.75,0.74,Road,7,19
SHP005362,SUP009,Microchip,Germany,USA,2864,2069,20,32,0.82,0.23,Road,1,10
SHP005363,SUP002,Monitor,Germany,Australia,4628,6550,28,37,0.93,0.04,Air,6,9
SHP005364,SUP003,Monitor,Japan,Canada,3384,3021,9,30,0.76,0.86,Road,5,23
SHP005365,SUP004,Monitor,Vietnam,Germany,3033,3965,29,45,0.99,0.89,Rail,3,15
SHP005366,SUP005,Printer,South Korea,Canada,2411,4036,9,25,0.79,0.6,Air,4,13
SHP005367,SUP001,Smartphone,Vietnam,USA,3139,780,29,44,0.83,0.55,Road,4,16
SHP005368,SUP007,Keyboard,South Korea,Germany,1199,416,23,40,0.76,0.4,Road,7,18
SHP005369,SUP010,Headphones,Vietnam,UK,2880,476,19,33,0.87,0.55,Air,7,15
SHP005370,SUP007,Router,Japan,Australia,1899,7042,27,40,0.75,0.63,Sea,0,10
SHP005371,SUP009,Router,Taiwan,Singapore,854,5217,23,42,0.78,0.76,Sea,6,16
SHP005372,SUP004,Tablet,Taiwan,France,3046,1923,12,20,0.85,0.15,Road,3,8
SHP005373,SUP006,Laptop,Vietnam,India,2378,4485,16,28,0.95,0.67,Road,2,11
SHP005374,SUP002,Monitor,Vietnam,Canada,2307,3741,17,28,0.98,0.39,Rail,1,9
SHP005375,SUP004,Monitor,Germany,Singapore,2091,4239,30,43,0.7,0.35,Sea,3,15
SHP005376,SUP002,Tablet,Taiwan,France,4179,1900,9,21,0.78,0.53,Road,2,12
SHP005377,SUP010,Smartphone,Germany,Australia,954,9322,16,25,0.88,0.4,Rail,0,9
SHP005378,SUP005,Mouse,India,India,3803,2692,14,25,0.89,0.74,Sea,0,13
SHP005379,SUP007,Mouse,South Korea,France,4774,2285,16,36,0.88,0.34,Sea,7,17
SHP005380,SUP001,SSD,China,Singapore,2225,8975,16,35,0.84,0.74,Road,6,19
SHP005381,SUP010,Microchip,India,India,2253,3771,13,23,0.83,0.31,Road,4,12
SHP005382,SUP010,Router,Germany,Australia,1790,7596,17,24,0.83,0.47,Road,1,9
SHP005383,SUP007,Keyboard,Japan,India,870,6370,22,37,0.83,0.58,Air,2,12
SHP005384,SUP010,Smartphone,China,Australia,3466,9994,17,38,0.85,0.42,Sea,7,19
SHP005385,SUP006,SSD,Vietnam,Singapore,4100,2904,27,34,0.82,0.24,Air,0,9
SHP005386,SUP006,Laptop,China,India,4457,127,7,26,0.95,0.64,Sea,5,16
SHP005387,SUP008,Printer,China,France,691,3853,8,28,1.0,0.7,Rail,7,17
SHP005388,SUP008,SSD,USA,France,3862,4181,17,31,0.88,0.93,Road,0,12
SHP005389,SUP006,Router,Taiwan,UK,1668,6018,30,43,0.98,1.0,Air,1,12
SHP005390,SUP003,Laptop,USA,Germany,3799,6493,30,44,0.91,0.73,Air,3,13
SHP005391,SUP005,Router,Vietnam,Germany,1937,7472,13,32,1.0,0.61,Sea,7,18
SHP005392,SUP002,Monitor,Japan,USA,3138,8408,11,25,0.95,0.84,Air,1,13
SHP005393,SUP005,Microchip,India,Australia,1395,8266,12,26,0.97,0.98,Sea,2,15
SHP005394,SUP009,Printer,South Korea,Canada,4216,4495,24,41,0.77,0.53,Rail,4,18
SHP005395,SUP010,Headphones,Japan,India,1452,5340,5,19,0.9,0.5,Road,6,11
SHP005396,SUP001,Tablet,USA,Australia,1960,1830,27,36,0.98,0.32,Road,3,9
SHP005397,SUP010,Headphones,Vietnam,Canada,1446,2929,6,23,0.93,0.65,Road,6,18
SHP005398,SUP005,Monitor,South Korea,Germany,252,647,22,44,0.8,0.95,Rail,7,22
SHP005399,SUP006,Router,Taiwan,India,850,5235,3,17,0.76,0.04,Road,4,12
SHP005400,SUP007,Headphones,Germany,India,2384,462,26,44,0.77,0.66,Road,5,19
SHP005401,SUP009,SSD,USA,Singapore,4016,5647,23,41,0.77,0.28,Road,7,18
SHP005402,SUP006,Smartphone,Japan,Canada,1778,1069,22,32,0.91,0.71,Road,4,11
SHP005403,SUP005,Headphones,Germany,Australia,1360,9842,23,33,0.8,0.6,Air,0,12
SHP005404,SUP007,Mouse,Taiwan,Germany,3953,1148,3,10,0.92,0.25,Air,3,6
SHP005405,SUP001,Keyboard,USA,India,4822,8441,24,32,0.99,0.48,Road,0,5
SHP005406,SUP005,Headphones,USA,Germany,2502,5095,3,14,0.96,0.44,Sea,2,10
SHP005407,SUP002,Mouse,Germany,Germany,4869,8506,4,15,0.93,0.07,Sea,6,10
SHP005408,SUP004,Monitor,Japan,Singapore,4855,675,4,22,0.71,0.9,Sea,1,18
SHP005409,SUP007,Monitor,Vietnam,India,2652,7298,22,38,0.94,0.71,Sea,5,18
SHP005410,SUP005,SSD,India,India,4004,6935,27,39,0.88,0.1,Road,1,10
SHP005411,SUP006,Router,Vietnam,India,3717,621,22,42,0.8,0.79,Rail,6,20
SHP005412,SUP002,Mouse,Germany,France,2932,863,25,35,0.87,0.27,Air,4,12
SHP005413,SUP003,Headphones,India,Australia,3103,5743,21,28,0.96,0.11,Air,5,7
SHP005414,SUP007,Tablet,USA,USA,1046,6089,21,38,0.82,0.73,Sea,3,19
SHP005415,SUP002,Microchip,Taiwan,USA,2956,6072,18,28,0.91,0.48,Road,4,10
SHP005416,SUP006,Smartphone,China,India,4861,194,28,50,0.71,0.68,Sea,7,23
SHP005417,SUP005,Keyboard,Taiwan,India,2235,215,13,22,0.92,0.29,Rail,4,10
SHP005418,SUP010,Mouse,USA,France,1909,9638,6,24,0.93,0.91,Sea,4,16
SHP005419,SUP001,Smartphone,USA,Australia,1843,2427,19,38,0.82,0.38,Air,5,16
SHP005420,SUP010,Smartphone,South Korea,Canada,2782,3880,22,46,0.71,0.85,Sea,5,23
SHP005421,SUP004,Microchip,South Korea,USA,2133,8516,10,21,0.76,0.48,Air,3,11
SHP005422,SUP002,Tablet,Japan,India,1236,6662,9,22,0.85,0.72,Rail,2,11
SHP005423,SUP004,Monitor,Taiwan,USA,4480,8359,23,40,0.76,0.65,Air,5,19
SHP005424,SUP001,Tablet,Japan,Australia,3857,3234,27,44,0.98,0.82,Air,6,15
SHP005425,SUP002,Tablet,Vietnam,Singapore,3658,5493,5,15,0.95,0.03,Sea,5,9
SHP005426,SUP008,Microchip,India,Germany,2261,4958,10,20,1.0,0.5,Air,2,9
SHP005427,SUP006,Mouse,Vietnam,Germany,1368,2775,21,37,0.71,0.02,Sea,5,13
SHP005428,SUP002,Mouse,China,India,4907,7835,18,35,0.8,0.96,Road,3,14
SHP005429,SUP006,SSD,China,France,403,1631,20,35,0.93,0.06,Sea,5,12
SHP005430,SUP010,Tablet,Germany,USA,4471,4338,17,37,0.72,0.86,Air,4,19
SHP005431,SUP009,Laptop,USA,USA,3951,2428,10,19,0.94,0.11,Air,3,9
SHP005432,SUP007,Smartphone,USA,USA,3294,8028,20,38,0.75,0.81,Air,5,18
SHP005433,SUP009,Tablet,India,India,3183,6885,24,39,0.95,0.94,Sea,2,17
SHP005434,SUP005,Tablet,USA,USA,361,9281,17,30,0.92,0.6,Air,3,12
SHP005435,SUP007,Headphones,Vietnam,Singapore,3497,7746,19,33,0.73,0.97,Road,2,16
SHP005436,SUP007,SSD,Japan,India,4180,778,15,28,0.97,0.25,Air,7,12
SHP005437,SUP003,Smartphone,South Korea,UK,4473,6390,12,34,0.93,0.39,Air,7,19
SHP005438,SUP007,Laptop,Vietnam,France,3011,1706,16,39,0.75,0.5,Sea,7,20
SHP005439,SUP001,Printer,Germany,Canada,4944,5457,23,34,0.82,0.39,Air,2,11
SHP005440,SUP009,Keyboard,Germany,India,4781,230,22,33,0.78,0.69,Rail,3,13
SHP005441,SUP010,SSD,India,France,4779,1468,29,48,0.85,0.8,Air,7,19
SHP005442,SUP006,Laptop,USA,UK,1269,7322,30,32,0.92,0.17,Air,0,4
SHP005443,SUP005,Keyboard,Taiwan,UK,1086,6754,29,49,0.92,0.87,Sea,6,18
SHP005444,SUP007,Printer,USA,UK,2287,476,29,44,0.82,0.53,Road,6,17
SHP005445,SUP005,Printer,Taiwan,Australia,1892,2915,28,51,0.77,0.98,Air,6,23
SHP005446,SUP010,Monitor,Vietnam,USA,4525,4118,9,31,0.81,0.53,Sea,7,21
SHP005447,SUP005,Laptop,Germany,UK,3520,7573,22,41,0.76,0.86,Road,5,20
SHP005448,SUP010,Monitor,Vietnam,Singapore,4845,2592,27,41,0.8,0.65,Sea,2,14
SHP005449,SUP007,Router,China,Germany,4690,2915,12,33,0.74,0.49,Sea,4,18
SHP005450,SUP010,Monitor,Taiwan,France,133,3989,4,13,0.82,0.27,Air,2,11
SHP005451,SUP007,Smartphone,USA,Singapore,2615,9368,17,31,0.81,0.84,Road,5,16
SHP005452,SUP003,Microchip,Vietnam,Canada,4386,8953,10,29,0.93,0.54,Road,6,18
SHP005453,SUP003,Tablet,Japan,Canada,1136,2102,14,28,0.9,0.33,Sea,6,12
SHP005454,SUP010,Microchip,Vietnam,France,2104,6312,28,38,0.95,0.28,Air,5,12
SHP005455,SUP003,Microchip,China,Singapore,2101,6393,13,28,0.71,0.72,Sea,1,15
SHP005456,SUP006,Microchip,Vietnam,Singapore,1489,5228,27,33,0.93,0.3,Air,3,8
SHP005457,SUP006,Smartphone,China,Canada,1967,7167,14,30,0.72,0.13,Sea,3,13
SHP005458,SUP003,Keyboard,Japan,Australia,4187,8093,4,23,0.73,0.44,Sea,5,20
SHP005459,SUP003,Printer,South Korea,UK,4620,7864,20,31,0.99,0.18,Air,4,12
SHP005460,SUP008,SSD,Vietnam,Canada,634,5224,17,39,0.71,1.0,Road,1,21
SHP005461,SUP008,SSD,Taiwan,France,4991,4301,26,37,0.96,0.77,Air,0,11
SHP005462,SUP007,Laptop,India,Canada,4215,6230,3,21,0.81,0.82,Road,7,20
SHP005463,SUP010,SSD,Germany,USA,769,740,12,27,0.75,0.79,Road,2,15
SHP005464,SUP004,Smartphone,China,Australia,393,9213,26,41,0.89,0.9,Sea,2,14
SHP005465,SUP004,Router,China,Australia,3892,3493,14,31,0.93,0.83,Air,5,14
SHP005466,SUP003,Keyboard,Japan,Canada,60,5952,6,19,0.91,0.26,Air,4,13
SHP005467,SUP005,Laptop,Vietnam,USA,2542,8816,19,33,0.79,0.2,Sea,5,13
SHP005468,SUP003,Router,China,Australia,3930,4990,12,22,0.93,0.28,Sea,2,8
SHP005469,SUP008,Mouse,USA,UK,3712,8918,12,25,0.87,0.79,Air,1,14
SHP005470,SUP007,Microchip,China,Germany,1666,1172,19,30,0.85,0.5,Air,0,11
SHP005471,SUP003,Keyboard,South Korea,India,2241,7269,10,23,0.82,0.51,Sea,2,12
SHP005472,SUP009,Microchip,South Korea,USA,4836,131,28,41,0.87,0.24,Sea,6,13
SHP005473,SUP005,Keyboard,India,USA,1849,2720,17,30,0.71,0.46,Road,3,14
SHP005474,SUP009,Tablet,South Korea,Australia,321,647,15,32,0.73,0.28,Sea,7,18
SHP005475,SUP007,Printer,Taiwan,UK,4098,5374,3,16,0.93,0.78,Sea,3,15
SHP005476,SUP007,Microchip,Vietnam,Singapore,4836,135,29,42,0.7,0.12,Road,2,12
SHP005477,SUP006,SSD,China,Australia,3893,8458,5,24,0.9,0.97,Sea,4,18
SHP005478,SUP002,Monitor,South Korea,India,1489,6040,13,35,0.9,0.97,Air,6,21
SHP005479,SUP009,Keyboard,Taiwan,USA,1990,4767,28,43,0.94,0.76,Sea,1,13
SHP005480,SUP006,Router,China,UK,1661,4231,30,41,0.97,0.0,Air,6,10
SHP005481,SUP008,Laptop,USA,France,3484,2884,13,26,0.89,0.93,Air,2,13
SHP005482,SUP001,Mouse,Japan,USA,3850,4042,7,28,0.73,0.54,Sea,5,18
SHP005483,SUP005,Printer,Vietnam,UK,4477,347,12,22,0.73,0.42,Air,4,9
SHP005484,SUP001,Keyboard,India,India,908,3863,11,26,0.87,0.05,Rail,7,13
SHP005485,SUP010,Router,Japan,Australia,2320,1239,15,28,0.8,0.98,Rail,0,14
SHP005486,SUP008,Tablet,Germany,UK,636,1928,21,31,0.8,0.25,Sea,1,10
SHP005487,SUP008,Mouse,Vietnam,USA,4242,5506,24,43,0.73,0.79,Sea,5,18
SHP005488,SUP001,Tablet,India,USA,2270,8249,21,33,0.89,0.44,Sea,3,12
SHP005489,SUP009,Printer,India,Australia,1750,4606,6,18,0.87,0.16,Sea,2,13
SHP005490,SUP002,Headphones,South Korea,USA,4793,7759,12,27,0.71,0.48,Sea,1,16
SHP005491,SUP009,SSD,South Korea,Singapore,3343,6395,9,20,0.72,0.29,Air,4,13
SHP005492,SUP001,Laptop,Vietnam,India,2965,4710,21,44,0.9,0.99,Sea,4,20
SHP005493,SUP010,Microchip,Japan,UK,724,9549,30,48,0.77,0.68,Sea,5,16
SHP005494,SUP009,Laptop,India,Canada,1235,6269,7,15,0.97,0.1,Air,2,7
SHP005495,SUP004,SSD,Taiwan,Singapore,1326,5474,23,44,0.75,0.83,Road,7,20
SHP005496,SUP009,Laptop,Vietnam,India,1971,1748,24,35,0.88,0.1,Air,5,13
SHP005497,SUP007,Mouse,Germany,UK,716,5147,25,36,0.96,0.18,Road,2,10
SHP005498,SUP006,Mouse,China,Singapore,2834,6679,28,49,0.98,0.99,Rail,6,20
SHP005499,SUP005,Printer,Taiwan,UK,411,1958,18,42,0.82,0.79,Sea,7,24
SHP005500,SUP009,Laptop,South Korea,USA,1219,200,5,19,0.87,0.23,Rail,4,11
SHP005501,SUP002,Smartphone,China,France,4374,9209,8,17,0.87,0.03,Sea,5,9
SHP005502,SUP002,Printer,China,Canada,3226,6758,15,30,0.77,0.46,Sea,2,15
SHP005503,SUP009,Printer,USA,USA,558,6851,19,26,0.83,0.27,Road,2,6
SHP005504,SUP003,Router,South Korea,India,2193,2861,8,24,0.86,0.21,Road,6,17
SHP005505,SUP008,Smartphone,Germany,India,3608,3937,22,35,0.75,0.18,Sea,4,13
SHP005506,SUP009,Tablet,South Korea,USA,3513,7736,3,20,0.77,0.42,Air,6,18
SHP005507,SUP008,Mouse,Germany,Germany,1963,3984,9,18,0.91,0.0,Sea,3,6
SHP005508,SUP004,Laptop,South Korea,USA,4004,5127,29,39,0.83,0.31,Air,1,8
SHP005509,SUP001,Smartphone,Japan,UK,302,8320,5,22,0.97,0.72,Sea,5,17
SHP005510,SUP004,Monitor,China,Australia,1384,1444,21,34,0.92,0.31,Road,6,14
SHP005511,SUP009,Router,Japan,Singapore,4336,1516,28,38,0.84,0.52,Road,1,10
SHP005512,SUP002,Smartphone,USA,Germany,3251,4498,24,38,0.97,0.52,Road,6,13
SHP005513,SUP003,Keyboard,USA,France,806,8166,17,37,0.85,0.96,Rail,3,20
SHP005514,SUP010,Laptop,Taiwan,India,4912,9553,30,50,0.83,0.57,Sea,7,17
SHP005515,SUP008,Keyboard,Germany,France,1870,6956,21,30,0.94,0.7,Road,0,7
SHP005516,SUP006,Monitor,South Korea,Singapore,3262,2049,20,32,0.99,0.25,Air,5,9
SHP005517,SUP008,Printer,China,Canada,2568,3959,3,21,0.89,0.77,Road,7,19
SHP005518,SUP007,Headphones,China,UK,508,5094,29,43,0.9,0.33,Sea,7,15
SHP005519,SUP005,SSD,India,USA,1365,8015,30,46,0.71,0.76,Rail,0,13
SHP005520,SUP009,Headphones,Germany,Singapore,617,9074,11,21,0.73,0.23,Air,2,12
SHP005521,SUP004,Router,Taiwan,India,1361,9012,7,24,0.79,0.58,Sea,1,14
SHP005522,SUP006,Printer,Germany,Singapore,2357,5189,18,28,1.0,0.28,Sea,3,12
SHP005523,SUP002,Monitor,South Korea,India,4234,8640,29,44,0.7,0.54,Rail,3,13
SHP005524,SUP002,Router,Germany,France,2792,9609,13,17,0.92,0.43,Air,0,2
SHP005525,SUP002,Router,India,USA,4055,6941,29,45,0.75,0.6,Rail,2,14
SHP005526,SUP010,Mouse,Vietnam,Australia,3320,5052,17,26,0.81,0.43,Road,0,8
SHP005527,SUP007,Microchip,Vietnam,Australia,4457,3939,23,34,0.99,0.1,Sea,6,8
SHP005528,SUP002,Keyboard,Germany,Australia,2380,6640,24,36,0.74,0.76,Air,0,12
SHP005529,SUP002,Headphones,South Korea,India,1288,5477,10,20,0.73,0.33,Air,0,9
SHP005530,SUP009,Tablet,USA,Singapore,1317,7110,11,29,0.99,0.74,Air,7,18
SHP005531,SUP007,Router,USA,USA,1763,688,14,23,0.76,0.3,Road,1,11
SHP005532,SUP003,Laptop,Vietnam,USA,789,7793,14,33,0.71,0.27,Sea,6,16
SHP005533,SUP003,Microchip,USA,France,1863,9862,28,34,0.96,0.6,Road,1,6
SHP005534,SUP007,SSD,Japan,USA,1774,1334,12,31,0.76,0.21,Sea,7,20
SHP005535,SUP005,Mouse,Germany,USA,4862,2285,12,28,0.98,0.67,Road,7,18
SHP005536,SUP010,Router,India,Australia,4266,4059,3,19,0.76,0.71,Sea,4,16
SHP005537,SUP006,Keyboard,South Korea,Singapore,1299,5791,25,40,0.76,0.11,Road,5,16
SHP005538,SUP008,Laptop,India,USA,3068,5708,18,36,0.81,0.38,Air,7,16
SHP005539,SUP009,Keyboard,India,UK,2477,9626,25,37,0.98,0.58,Air,4,13
SHP005540,SUP001,Keyboard,Vietnam,Canada,4620,6874,6,21,0.76,0.55,Road,4,16
SHP005541,SUP003,Smartphone,Germany,USA,4713,4367,17,32,0.94,0.68,Air,2,12
SHP005542,SUP007,Keyboard,China,Singapore,2002,775,19,40,0.79,0.65,Rail,4,19
SHP005543,SUP006,Printer,USA,Australia,4685,213,16,26,0.83,0.77,Air,0,11
SHP005544,SUP007,Headphones,Taiwan,India,599,4286,9,25,0.75,0.65,Sea,2,16
SHP005545,SUP008,SSD,Japan,France,1111,1756,30,45,0.99,0.87,Air,6,15
SHP005546,SUP006,Microchip,Vietnam,UK,707,6329,3,5,0.93,0.46,Air,1,3
SHP005547,SUP003,Microchip,Taiwan,France,3437,7440,21,36,0.74,0.29,Road,1,13
SHP005548,SUP002,SSD,China,Canada,1299,8005,25,33,0.79,0.58,Road,2,10
SHP005549,SUP007,Monitor,South Korea,France,3096,8414,29,40,0.75,0.31,Road,0,10
SHP005550,SUP001,Mouse,India,France,3374,1769,20,39,0.87,0.17,Sea,3,16
SHP005551,SUP003,Laptop,India,Australia,4964,7829,22,36,0.95,0.76,Road,4,12
SHP005552,SUP004,Microchip,Taiwan,Australia,4012,5127,8,25,0.86,0.45,Road,2,16
SHP005553,SUP001,Keyboard,Vietnam,UK,3953,6628,11,28,0.83,0.23,Rail,4,14
SHP005554,SUP005,Smartphone,USA,France,228,3079,9,26,0.86,0.71,Sea,6,19
SHP005555,SUP010,Smartphone,Vietnam,Singapore,1444,2721,8,23,0.8,0.99,Sea,1,17
SHP005556,SUP003,Monitor,South Korea,Singapore,268,2338,12,29,0.8,0.21,Air,7,17
SHP005557,SUP002,SSD,Germany,France,4559,1195,29,36,0.83,0.06,Road,1,7
SHP005558,SUP003,Monitor,China,Germany,1289,8801,30,39,0.99,0.41,Road,0,10
SHP005559,SUP008,Microchip,Germany,Singapore,1784,5484,14,29,0.92,0.57,Sea,2,15
SHP005560,SUP006,Router,USA,UK,785,4643,22,34,0.92,0.12,Road,5,9
SHP005561,SUP007,Tablet,China,France,498,4593,19,37,0.87,0.42,Air,3,15
SHP005562,SUP006,Monitor,Germany,Canada,2577,9841,9,24,0.85,0.79,Sea,3,16
SHP005563,SUP006,Router,South Korea,Singapore,2104,3355,15,32,1.0,0.66,Road,6,19
SHP005564,SUP003,Keyboard,Vietnam,Canada,3308,8762,15,30,0.79,0.29,Air,4,15
SHP005565,SUP008,Monitor,Japan,USA,3401,5552,20,40,0.71,0.65,Sea,5,22
SHP005566,SUP007,Printer,USA,USA,4359,3786,4,19,0.98,0.31,Rail,3,12
SHP005567,SUP007,Keyboard,South Korea,Germany,1399,1288,15,34,0.76,0.93,Air,5,20
SHP005568,SUP006,Router,Japan,Germany,2683,9295,24,28,0.91,0.3,Air,0,5
SHP005569,SUP005,Smartphone,Vietnam,Australia,952,7079,19,40,0.95,0.87,Sea,5,21
SHP005570,SUP010,Monitor,Taiwan,USA,4199,5877,16,28,0.96,0.78,Sea,0,12
SHP005571,SUP008,SSD,Japan,Singapore,756,9345,22,41,0.96,0.69,Sea,6,17
SHP005572,SUP005,Router,India,France,1511,6280,21,44,0.93,0.8,Rail,6,22
SHP005573,SUP009,Printer,Taiwan,Germany,3811,6790,27,47,0.99,0.56,Road,6,17
SHP005574,SUP009,Laptop,Taiwan,Germany,1553,9104,28,48,0.9,0.68,Road,5,17
SHP005575,SUP001,Router,Germany,USA,158,5211,24,42,0.96,0.24,Air,7,15
SHP005576,SUP006,Laptop,USA,Germany,2875,7491,26,37,0.75,0.23,Sea,3,13
SHP005577,SUP007,Tablet,USA,Singapore,978,9883,27,34,0.86,0.36,Road,2,7
SHP005578,SUP003,Mouse,China,Germany,1494,6102,7,20,0.97,0.78,Rail,3,11
SHP005579,SUP007,Printer,South Korea,Singapore,1198,3568,30,48,0.84,0.96,Air,1,16
SHP005580,SUP007,Smartphone,Vietnam,France,1512,1297,24,42,0.75,0.5,Sea,5,17
SHP005581,SUP002,Printer,China,Australia,4890,672,8,22,0.97,0.56,Sea,3,14
SHP005582,SUP007,Tablet,China,Singapore,3120,5796,28,52,0.87,0.96,Sea,6,22
SHP005583,SUP001,Laptop,India,India,942,7149,7,16,0.96,0.87,Air,1,11
SHP005584,SUP005,Mouse,USA,Singapore,3655,9442,21,37,0.96,0.7,Road,3,15
SHP005585,SUP009,Monitor,USA,Germany,3114,612,26,37,0.85,0.04,Road,6,11
SHP005586,SUP007,Laptop,India,Canada,4829,1306,24,38,0.86,0.96,Air,2,15
SHP005587,SUP007,Laptop,USA,Canada,4117,1471,10,30,0.88,0.28,Air,7,17
SHP005588,SUP002,Router,China,Singapore,629,7784,23,28,0.94,0.36,Road,2,7
SHP005589,SUP008,Smartphone,Taiwan,Germany,332,4198,30,41,0.95,0.88,Road,3,12
SHP005590,SUP003,Mouse,USA,Canada,4332,6324,29,41,0.75,0.06,Air,4,12
SHP005591,SUP008,Mouse,Taiwan,UK,4156,9475,27,44,0.85,0.53,Road,7,19
SHP005592,SUP003,Microchip,Vietnam,Canada,2042,3462,24,52,0.72,0.89,Sea,5,25
SHP005593,SUP010,Smartphone,Taiwan,Germany,2497,1475,20,34,0.83,0.81,Sea,2,13
SHP005594,SUP007,Router,Vietnam,USA,1392,5646,27,43,0.7,0.32,Air,4,18
SHP005595,SUP002,SSD,Taiwan,USA,1000,1632,6,26,0.89,0.88,Air,5,17
SHP005596,SUP004,Headphones,India,Australia,3977,4321,10,23,0.91,0.82,Rail,1,12
SHP005597,SUP006,Mouse,Japan,Canada,4454,4746,17,27,0.83,0.21,Air,0,7
SHP005598,SUP009,SSD,Vietnam,Australia,1124,4496,5,13,0.99,0.67,Road,0,6
SHP005599,SUP005,Printer,India,Germany,3756,8467,7,20,0.88,0.3,Sea,7,15
SHP005600,SUP009,Printer,Germany,India,2111,7477,9,21,0.73,0.16,Air,2,9
SHP005601,SUP005,Laptop,China,France,573,7326,24,38,0.81,1.0,Road,1,12
SHP005602,SUP010,Smartphone,India,USA,495,6828,15,29,0.84,0.89,Sea,1,13
SHP005603,SUP008,Mouse,Germany,France,2384,5604,25,42,0.8,0.78,Sea,3,19
SHP005604,SUP001,Headphones,China,Australia,3263,7564,30,34,1.0,0.05,Sea,1,5
SHP005605,SUP007,Keyboard,India,USA,4513,8212,10,31,0.93,0.92,Road,5,20
SHP005606,SUP004,Monitor,USA,Australia,1056,5682,17,38,0.97,0.95,Air,6,20
SHP005607,SUP005,Keyboard,Vietnam,Singapore,3008,2979,29,46,0.91,0.77,Rail,5,15
SHP005608,SUP006,Smartphone,India,France,4170,9010,17,33,0.97,0.8,Rail,2,13
SHP005609,SUP005,Printer,USA,India,4862,3601,13,21,0.85,0.23,Road,1,6
SHP005610,SUP001,Router,Japan,France,1588,7802,13,30,0.94,0.59,Sea,4,14
SHP005611,SUP009,Tablet,South Korea,France,1966,4839,12,24,0.92,0.51,Road,4,12
SHP005612,SUP002,Printer,USA,Germany,597,7603,30,43,0.99,0.78,Sea,4,13
SHP005613,SUP009,SSD,Germany,UK,2481,4119,5,15,0.99,0.25,Road,5,9
SHP005614,SUP010,Headphones,Germany,Canada,4580,9332,30,45,0.77,0.25,Sea,3,16
SHP005615,SUP002,Router,China,USA,4357,5142,30,50,0.95,0.16,Road,7,18
SHP005616,SUP009,Tablet,Taiwan,Germany,1732,4256,24,42,0.76,0.81,Sea,5,18
SHP005617,SUP006,Monitor,Japan,USA,2847,7785,3,7,1.0,0.31,Air,3,6
SHP005618,SUP009,Router,Vietnam,France,1433,4191,3,15,0.8,0.2,Sea,4,14
SHP005619,SUP006,Mouse,USA,Germany,4793,8667,9,27,0.8,0.68,Air,5,16
SHP005620,SUP006,Monitor,Vietnam,Germany,1252,108,20,37,0.79,0.6,Sea,6,17
SHP005621,SUP002,Smartphone,China,UK,1208,588,19,38,0.76,0.36,Road,5,16
SHP005622,SUP008,Headphones,Vietnam,India,3593,4505,8,15,0.89,0.04,Road,5,9
SHP005623,SUP003,Router,China,UK,1913,8432,9,16,0.82,0.03,Air,4,9
SHP005624,SUP007,Headphones,Vietnam,UK,3849,3357,25,44,0.94,0.73,Sea,6,20
SHP005625,SUP005,Headphones,USA,Australia,608,1637,17,36,0.95,0.35,Sea,7,16
SHP005626,SUP003,Router,India,Canada,4817,7704,23,38,0.72,0.67,Road,3,14
SHP005627,SUP001,Headphones,Germany,Australia,2170,5453,22,36,0.71,0.02,Rail,7,16
SHP005628,SUP008,Keyboard,Taiwan,Australia,2813,4812,20,43,0.82,0.86,Air,7,22
SHP005629,SUP003,Router,Japan,Canada,4710,1118,29,42,0.79,0.33,Air,6,12
SHP005630,SUP002,SSD,China,USA,1770,8868,15,27,0.95,0.74,Road,3,13
SHP005631,SUP001,Smartphone,South Korea,Australia,2036,1615,5,22,0.99,0.77,Rail,6,14
SHP005632,SUP004,Tablet,USA,USA,2993,5440,5,22,0.78,0.23,Air,6,14
SHP005633,SUP008,SSD,USA,Singapore,4170,1627,25,31,0.91,0.19,Road,0,7
SHP005634,SUP003,Smartphone,Japan,France,1687,1469,17,41,0.77,0.99,Sea,7,24
SHP005635,SUP001,Smartphone,USA,Singapore,2049,6921,15,36,0.81,0.41,Rail,6,18
SHP005636,SUP004,Printer,South Korea,France,3590,2164,15,19,0.83,0.04,Road,0,6
SHP005637,SUP009,Printer,Germany,USA,3550,2772,3,11,0.97,0.15,Air,4,10
